"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"125","regulation of osteoblast proliferation (GO:0033688)","2/17",0.00678784362164616,0.0639011840944033,0.0118896593601409,0.112811334873778,-1.9122723588958,9.54725299039746,"TMEM119;EIF2AK2"
"126","lymphocyte proliferation (GO:0046651)","3/37",0.00251711493770357,0.0348634885049747,0.00517089778012539,0.0724526956401291,-1.59152798574498,9.52472506741249,"PTPRC;MSN;PIK3CG"
"127","negative regulation of macrophage activation (GO:0043031)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-3.31479890008756,9.47740793957211,"FCGR2B"
"128","negative regulation of response to interferon-gamma (GO:0060331)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-3.13968841448173,9.384593619472,"PARP14"
"129","negative regulation of interferon-gamma-mediated signaling pathway (GO:0060336)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-3.12282517459291,9.33418904660602,"PARP14"
"130","positive regulation of defense response to virus by host (GO:0002230)","2/22",0.0112560522537301,0.092268999766971,0.0186500952860764,0.157156397340714,-2.0763684402173,9.31635231758165,"DDX58;STAT1"
"131","gland morphogenesis (GO:0022612)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-3.10357124572826,9.27663865493671,"MSN"
"132","regulation of cell size (GO:0008361)","2/24",0.0133206150394828,0.102208217628888,0.021712360593746,0.174422630103093,-2.14144028649791,9.24768661765265,"PLEK;MSN"
"133","negative regulation of myeloid cell apoptotic process (GO:0033033)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-3.08880105760589,9.23249025709816,"IRF7"
"134","macromolecule biosynthetic process (GO:0009059)","2/20",0.00934741584075986,0.079471631734251,0.0157884409886282,0.137862836168819,-1.97582867823356,9.23236645301973,"PTPRC;SLC11A1"
"135","granulocyte chemotaxis (GO:0071621)","4/57",0.000817817675623087,0.0171007061868319,0.00201891925359234,0.0442326854650685,-1.29698122186464,9.22007237287974,"CCL8;FCER1G;ITGB2;PIK3CG"
"136","negative regulation of lymphocyte migration (GO:2000402)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-3.05275569236548,9.12474991474877,"APOD"
"137","blood circulation (GO:0008015)","3/51",0.00626014834222098,0.0608345060675507,0.0118774547769346,0.112811334873778,-1.79244630256164,9.0940684429656,"STAT1;BDKRB2;C3AR1"
"138","positive regulation of response to biotic stimulus (GO:0002833)","2/18",0.00759972961534852,0.0683408521380221,0.0131353953730855,0.11900865732758,-1.83934211128274,8.97533213920415,"LY86;DDX60"
"139","regulation of response to cytokine stimulus (GO:0060759)","2/21",0.0102819318863854,0.0854463994696163,0.0171936969392677,0.146104229473455,-1.95362707947439,8.94246833863503,"IFIH1;DDX58"
"140","positive regulation of protein localization to early endosome (GO:1902966)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.98290517249409,8.9159652659033,"MSN"
"141","nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070431)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.97411124503835,8.88968003482412,"IRGM"
"142","mannose metabolic process (GO:0006013)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-3.09294134061018,8.84309054686709,"MAN2B1"
"143","regulation of dopamine metabolic process (GO:0042053)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.94053726848187,8.78932672437492,"ITGAM"
"144","protein ADP-ribosylation (GO:0006471)","2/20",0.00934741584075986,0.079471631734251,0.0157884409886282,0.137862836168819,-1.85780735359995,8.68089347851953,"PARP3;PARP14"
"145","positive regulation of phospholipid transport (GO:2001140)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.89803925474419,8.66229928218566,"APOE"
"146","neutrophil migration (GO:1990266)","4/59",0.00093164805457463,0.0190277272163124,0.00227360566870516,0.045661580513162,-1.22145501263406,8.52399152123148,"CCL8;FCER1G;ITGB2;PIK3CG"
"147","lymphocyte differentiation (GO:0030098)","4/74",0.00216352958924853,0.0314102789764395,0.00492199074103345,0.0697764569758272,-1.38753461013126,8.51393223979713,"PTPRC;NFAM1;PLCG2;IKZF1"
"148","regulation of macrophage apoptotic process (GO:2000109)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.83533823397573,8.4748846340556,"IRF7"
"149","negative regulation of endothelial cell proliferation (GO:0001937)","2/31",0.0217045503966609,0.142141213195524,0.0338995574187796,0.230785122540279,-2.20974668367224,8.46384543118613,"STAT1;APOE"
"150","regulation of protein localization to early endosome (GO:1902965)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.81674522111198,8.41930973398494,"MSN"
"151","regulation of microglial cell activation (GO:1903978)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.9336238259479,8.38758264913811,"ITGAM"
"152","negative regulation of viral transcription (GO:0032897)","2/24",0.0133206150394828,0.102208217628888,0.021712360593746,0.174422630103093,-1.94212806936638,8.3869682802218,"IFITM3;TRIM14"
"153","antigen processing and presentation of endogenous peptide antigen (GO:0002483)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.79970033823952,8.36836222648331,"TAP1"
"154","positive regulation of T-helper 2 cell differentiation (GO:0045630)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.79274318516323,8.34756715202042,"CD86"
"155","negative regulation of T cell mediated immunity (GO:0002710)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.91931898905471,8.34668340341246,"PTPRC"
"156","negative regulation of acute inflammatory response (GO:0002674)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.78445432215451,8.32279156902132,"FCGR2B"
"157","alpha-beta T cell activation (GO:0046631)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.77997876717207,8.30941404259607,"RSAD2"
"158","cellular response to interleukin-6 (GO:0071354)","2/24",0.0133206150394828,0.102208217628888,0.021712360593746,0.174422630103093,-1.92405717644335,8.30893016927981,"SELPLG;STAT1"
"159","platelet degranulation (GO:0002576)","5/125",0.00231840825150433,0.0325485493114105,0.0057936201087885,0.078441710461687,-1.36774382593056,8.29793004059005,"LGALS3BP;PROS1;ANXA5;PLEK;FERMT3"
"160","cGMP-mediated signaling (GO:0019934)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-3.00885927754347,8.25920853420035,"APOE"
"161","regulation of lymphocyte migration (GO:2000401)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.87754106180729,8.22723529469518,"MSN"
"162","regulation of blood coagulation (GO:0030193)","2/31",0.0217045503966609,0.142141213195524,0.0338995574187796,0.230785122540279,-2.14733510781284,8.22479453223293,"FCER1G;APOE"
"163","terpenoid metabolic process (GO:0006721)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.82843620509503,8.0868386151669,"CYP2E1"
"164","STAT cascade (GO:0097696)","2/23",0.0122691524820933,0.099223682824983,0.0201566430686111,0.167508654466734,-1.83632245880032,8.0810438202685,"STAT1;STAT2"
"165","regulation of calcium-mediated signaling (GO:0050848)","3/42",0.00362080307495837,0.0449800794363385,0.00719411196044274,0.0893701537353969,-1.43219914586612,8.05047652000408,"PLEK;TREM2;CMKLR1"
"166","vesicle fusion with endoplasmic reticulum-Golgi intermediate compartment (ERGIC) membrane (GO:1990668)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.69195844497455,8.04631947873148,"TAP1"
"167","purine nucleobase biosynthetic process (GO:0009113)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.68536122469703,8.0266002508498,"MTHFD1L"
"168","regulation by virus of viral protein levels in host cell (GO:0046719)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.80408154356137,8.01720571448667,"STAT1"
"169","immunological synapse formation (GO:0001771)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.67012162051491,7.98104875869819,"MSN"
"170","regulation of dendritic cell differentiation (GO:2001198)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.78181430693088,7.95354101216382,"FCGR2B"
"171","granulocyte migration (GO:0097530)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.77311759077776,7.92867605679186,"ITGB2"
"172","benzene-containing compound metabolic process (GO:0042537)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.88697437459669,7.92463893896486,"CYP2E1"
"173","protein autoprocessing (GO:0016540)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-2.9940990718054,7.91407719772323,"KLK6"
"174","vesicle transport along actin filament (GO:0030050)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.76682177064097,7.91067555131655,"MLPH"
"175","monocyte activation (GO:0042117)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.87106547199146,7.88096958388815,"CSF1"
"176","negative regulation of T cell proliferation (GO:0042130)","2/25",0.0144098292606525,0.10718422382152,0.0233162812804041,0.182442330797967,-1.85503716142419,7.86506951002341,"CD86;GPNMB"
"177","mast cell degranulation (GO:0043303)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.83772807069821,7.78945963813422,"PIK3CG"
"178","axon regeneration (GO:0031103)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.72224942572403,7.78323786706064,"APOD"
"179","cholesterol efflux (GO:0033344)","2/24",0.0133206150394828,0.102208217628888,0.021712360593746,0.174422630103093,-1.79244202715128,7.74055772272463,"NPC2;APOE"
"180","positive regulation of osteoblast proliferation (GO:0033690)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.57452487346989,7.69530810423611,"TMEM119"
"181","polyol metabolic process (GO:0019751)","3/48",0.00528314413717177,0.053722595475025,0.0101634377728387,0.104674722361287,-1.45724408544439,7.64067155726931,"PLCG2;PLD4;IP6K3"
"182","regulation of pinocytosis (GO:0048548)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.6719356812913,7.63938483243351,"PROM2"
"183","postreplication repair (GO:0006301)","3/48",0.00528314413717177,0.053722595475025,0.0101634377728387,0.104674722361287,-1.45322437369687,7.61959526845508,"UBA7;TRIM25;ISG15"
"184","regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034127)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.76666234938749,7.59438683552118,"IRF7"
"185","macrophage derived foam cell differentiation (GO:0010742)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.54037852983524,7.59324397675011,"STAT1"
"186","positive regulation of bone mineralization (GO:0030501)","2/32",0.0230414903430075,0.148475913707615,0.0358149058880037,0.235830391229751,-2.00274443571575,7.55126530212645,"TMEM119;ISG15"
"187","positive regulation of cGMP biosynthetic process (GO:0030828)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.52410976480342,7.54461630152917,"APOE"
"188","wound healing, spreading of epidermal cells (GO:0035313)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.63605120947085,7.53678682018923,"MMP12"
"189","regulation of T cell proliferation (GO:0042129)","3/63",0.011199419568305,0.092268999766971,0.0203131532575194,0.167653079967883,-1.6762864113019,7.52969974386505,"CD86;PTPRC;GPNMB"
"190","lymphocyte chemotaxis (GO:0048247)","3/45",0.00440436859052574,0.0504771272594363,0.00860331245468861,0.0951100138339429,-1.38384405538273,7.50757315863837,"CCL8;PIK3CG;CXCL16"
"191","heterotypic cell-cell adhesion (GO:0034113)","2/26",0.0155361912773014,0.114853438583731,0.0249674515060423,0.19285755810757,-1.79940462078546,7.49376999395127,"ITGB2;ITGAX"
"192","positive regulation of RIG-I signaling pathway (GO:1900246)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.6130187444997,7.47093423818804,"DDX60"
"193","T cell activation involved in immune response (GO:0002286)","2/27",0.0166991039484247,0.121954062168799,0.0266649304605551,0.202083278018673,-1.81921286461835,7.44494712153654,"FCER1G;SLC11A1"
"194","negative regulation of osteoblast proliferation (GO:0033689)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.54685005158857,7.28175000274904,"EIF2AK2"
"195","positive regulation of dendritic cell antigen processing and presentation (GO:0002606)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.426541835785,7.25298374337213,"SLC11A1"
"196","Fc-gamma receptor signaling pathway (GO:0038094)","4/135",0.0176676061663488,0.126723008514585,0.0342394100530238,0.231789264684796,-1.79244367290047,7.23434295130075,"FCER1G;FCGR2A;PLCG2;FCGR2B"
"197","oligosaccharide catabolic process (GO:0009313)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-2.71793680828685,7.18411822837424,"MAN2B1"
"198","basement membrane organization (GO:0071711)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.61692782651699,7.18337105343179,"CTSS"
"199","lipoprotein metabolic process (GO:0042157)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.40219245853862,7.18020295108379,"APOE"
"200","negative regulation of sequestering of calcium ion (GO:0051283)","2/25",0.0144098292606525,0.10718422382152,0.0233162812804041,0.182442330797967,-1.68456881248457,7.14231018123471,"PTPRC;PLCG2"
"201","macropinocytosis (GO:0044351)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.38689259180498,7.13447133291905,"DOCK2"
"202","toll-like receptor 3 signaling pathway (GO:0034138)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-2.69166661220527,7.11468019215604,"UNC93B1"
"203","negative regulation of tyrosine phosphorylation of STAT protein (GO:0042532)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-2.65815904674595,7.0261121610411,"PARP14"
"204","positive regulation of monocyte differentiation (GO:0045657)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.53983330097975,6.97174940398825,"CSF1"
"205","positive regulation of ossification (GO:0045778)","3/53",0.00696739423636493,0.0650830236807732,0.0131068423441078,0.11900865732758,-1.40237622039746,6.96492110142641,"IFITM1;TMEM119;ISG15"
"206","amine metabolic process (GO:0009308)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.31978839172163,6.93389549073125,"SULT1C2"
"207","regulation of sterol transport (GO:0032371)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.42395817656162,6.93038738100492,"APOE"
"208","regulation of MDA-5 signaling pathway (GO:0039533)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.42158358649442,6.92359814297436,"DDX60"
"209","defense response to bacterium (GO:0042742)","6/242",0.00906357932130986,0.0793993977700288,0.0222991408409982,0.177950097439754,-1.46898596379231,6.90936250715521,"IGHM;FCER1G;ANXA3;SLC11A1;ISG15;IRGM"
"210","microglial cell activation (GO:0001774)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.40975444881701,6.88977721847146,"ITGAM"
"211","positive regulation of interleukin-2 biosynthetic process (GO:0045086)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.50744184778253,6.88283605111782,"CD86"
"212","foam cell differentiation (GO:0090077)","1/7",0.0503367080206077,0.224251975271439,0.0682146690183835,0.299516826802904,-2.30219132936883,6.88129750734035,"STAT1"
"213","T cell activation (GO:0042110)","4/89",0.00421833777414974,0.050327693246044,0.00911156060007302,0.0989137884962882,-1.25119611757859,6.841933397785,"PTPRC;CLEC7A;MSN;PIK3CG"
"214","establishment of viral latency (GO:0019043)","1/10",0.0711315077987336,0.226419271353951,0.092587093659577,0.299516826802904,-2.58795584426277,6.84054930869226,"IRF7"
"215","regulation of store-operated calcium entry (GO:2001256)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.48245768951675,6.81425545158343,"CD84"
"216","interleukin-21-mediated signaling pathway (GO:0038114)","1/9",0.0642506537225617,0.226419271353951,0.0845340636356408,0.299516826802904,-2.4792924188298,6.8055668994581,"STAT1"
"217","cellular response to interferon-alpha (GO:0035457)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.37797995851445,6.79893013671897,"PYHIN1"
"218","toll-like receptor signaling pathway (GO:0002224)","4/87",0.00388921307215933,0.0473384015348686,0.00845284984208937,0.0947064422378964,-1.22437183365573,6.79471079563744,"ITGAM;UNC93B1;ITGB2;CTSS"
"219","regulation of cell projection organization (GO:0031344)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.35931374094875,6.74556118014237,"PROM2"
"220","positive regulation of epithelial cell proliferation involved in wound healing (GO:0060054)","1/8",0.0573191770818284,0.224251975271439,0.0764101285383167,0.299516826802904,-2.35752564929343,6.74044881147036,"MMP12"
"221","protein deglycosylation (GO:0006517)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.63786761597522,6.73060464748608,"MAN2B1"
"222","proteolysis involved in cellular protein catabolic process (GO:0051603)","3/94",0.0320991608317895,0.190539353705942,0.0539126942392633,0.299516826802904,-1.95320385026769,6.71692231546062,"CTSZ;ISG15;CTSS"
"223","actin filament-based transport (GO:0099515)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-2.63128363529371,6.71380540756001,"MLPH"
